total,date,Suburb
84,1/01/2022,SUNSHINE
116,1/03/2021,GLENGALA
116,1/03/2021,ALBION
116,1/03/2021,SUNSHINE NORTH
116,1/03/2021,SUNSHINE WEST
116,1/03/2021,SUNSHINE
85,1/10/2020,GLENGALA
85,1/10/2020,ALBION
85,1/10/2020,SUNSHINE NORTH
85,1/10/2020,SUNSHINE WEST
85,1/10/2020,SUNSHINE
107,1/01/2020,GLENGALA
107,1/01/2020,ALBION
107,1/01/2020,SUNSHINE NORTH
107,1/01/2020,SUNSHINE WEST
107,1/01/2020,SUNSHINE
67,1/04/2020,GLENGALA
67,1/04/2020,ALBION
67,1/04/2020,SUNSHINE NORTH
67,1/04/2020,SUNSHINE WEST
67,1/04/2020,SUNSHINE
174,1/09/2021,GLENGALA
174,1/09/2021,ALBION
174,1/09/2021,SUNSHINE NORTH
174,1/09/2021,SUNSHINE WEST
174,1/09/2021,SUNSHINE
242,1/12/2021,GLENGALA
242,1/12/2021,ALBION
242,1/12/2021,SUNSHINE NORTH
242,1/12/2021,SUNSHINE WEST
242,1/12/2021,SUNSHINE
97,1/07/2021,GLENGALA
97,1/07/2021,ALBION
97,1/07/2021,SUNSHINE NORTH
97,1/07/2021,SUNSHINE WEST
97,1/07/2021,SUNSHINE
103,1/11/2020,GLENGALA
103,1/11/2020,ALBION
103,1/11/2020,SUNSHINE NORTH
103,1/11/2020,SUNSHINE WEST
103,1/11/2020,SUNSHINE
96,1/02/2022,GLENGALA
96,1/02/2022,ALBION
96,1/02/2022,SUNSHINE NORTH
96,1/02/2022,SUNSHINE WEST
96,1/02/2022,SUNSHINE
22,1/08/2020,GLENGALA
22,1/08/2020,ALBION
22,1/08/2020,SUNSHINE NORTH
22,1/08/2020,SUNSHINE WEST
22,1/08/2020,SUNSHINE
193,1/10/2021,GLENGALA
193,1/10/2021,ALBION
193,1/10/2021,SUNSHINE NORTH
193,1/10/2021,SUNSHINE WEST
193,1/10/2021,SUNSHINE
95,1/01/2021,GLENGALA
95,1/01/2021,ALBION
95,1/01/2021,SUNSHINE NORTH
95,1/01/2021,SUNSHINE WEST
95,1/01/2021,SUNSHINE
122,1/05/2022,GLENGALA
122,1/05/2022,ALBION
122,1/05/2022,SUNSHINE NORTH
122,1/05/2022,SUNSHINE WEST
122,1/05/2022,SUNSHINE
123,1/12/2020,GLENGALA
123,1/12/2020,ALBION
123,1/12/2020,SUNSHINE NORTH
123,1/12/2020,SUNSHINE WEST
123,1/12/2020,SUNSHINE
154,1/11/2021,GLENGALA
154,1/11/2021,ALBION
154,1/11/2021,SUNSHINE NORTH
154,1/11/2021,SUNSHINE WEST
154,1/11/2021,SUNSHINE
125,1/06/2022,GLENGALA
125,1/06/2022,ALBION
125,1/06/2022,SUNSHINE NORTH
125,1/06/2022,SUNSHINE WEST
125,1/06/2022,SUNSHINE
127,1/04/2021,GLENGALA
127,1/04/2021,ALBION
127,1/04/2021,SUNSHINE NORTH
127,1/04/2021,SUNSHINE WEST
127,1/04/2021,SUNSHINE
33,1/09/2020,GLENGALA
33,1/09/2020,ALBION
33,1/09/2020,SUNSHINE NORTH
33,1/09/2020,SUNSHINE WEST
33,1/09/2020,SUNSHINE
107,1/08/2021,GLENGALA
107,1/08/2021,ALBION
107,1/08/2021,SUNSHINE NORTH
107,1/08/2021,SUNSHINE WEST
107,1/08/2021,SUNSHINE
104,1/03/2022,GLENGALA
104,1/03/2022,ALBION
104,1/03/2022,SUNSHINE NORTH
104,1/03/2022,SUNSHINE WEST
104,1/03/2022,SUNSHINE
104,1/03/2020,GLENGALA
104,1/03/2020,ALBION
104,1/03/2020,SUNSHINE NORTH
104,1/03/2020,SUNSHINE WEST
104,1/03/2020,SUNSHINE
110,1/03/2022,SAINT ALBANS
110,1/03/2022,ALBANVALE
110,1/03/2022,KINGS PARK
110,1/03/2022,KEALBA
111,1/11/2020,SAINT ALBANS
111,1/11/2020,ALBANVALE
111,1/11/2020,KINGS PARK
111,1/11/2020,KEALBA
52,1/07/2020,SAINT ALBANS
52,1/07/2020,ALBANVALE
52,1/07/2020,KINGS PARK
52,1/07/2020,KEALBA
84,1/02/2021,SAINT ALBANS
84,1/02/2021,ALBANVALE
84,1/02/2021,KINGS PARK
84,1/02/2021,KEALBA
81,1/05/2021,SAINT ALBANS
81,1/05/2021,ALBANVALE
81,1/05/2021,KINGS PARK
81,1/05/2021,KEALBA
87,1/07/2021,SAINT ALBANS
87,1/07/2021,ALBANVALE
87,1/07/2021,KINGS PARK
87,1/07/2021,KEALBA
89,1/11/2021,SAINT ALBANS
89,1/11/2021,ALBANVALE
89,1/11/2021,KINGS PARK
89,1/11/2021,KEALBA
70,1/04/2022,SAINT ALBANS
70,1/04/2022,ALBANVALE
70,1/04/2022,KINGS PARK
70,1/04/2022,KEALBA
77,1/02/2020,SAINT ALBANS
77,1/02/2020,ALBANVALE
77,1/02/2020,KINGS PARK
77,1/02/2020,KEALBA
47,1/10/2021,SAINT ALBANS
47,1/10/2021,ALBANVALE
47,1/10/2021,KINGS PARK
47,1/10/2021,KEALBA
50,1/10/2020,SAINT ALBANS
50,1/10/2020,ALBANVALE
50,1/10/2020,KINGS PARK
50,1/10/2020,KEALBA
85,1/01/2020,SAINT ALBANS
85,1/01/2020,ALBANVALE
85,1/01/2020,KINGS PARK
85,1/01/2020,KEALBA
74,1/03/2020,SAINT ALBANS
74,1/03/2020,ALBANVALE
74,1/03/2020,KINGS PARK
74,1/03/2020,KEALBA
96,1/05/2022,SAINT ALBANS
96,1/05/2022,ALBANVALE
96,1/05/2022,KINGS PARK
96,1/05/2022,KEALBA
98,1/06/2020,SAINT ALBANS
98,1/06/2020,ALBANVALE
98,1/06/2020,KINGS PARK
98,1/06/2020,KEALBA
72,1/09/2021,SAINT ALBANS
72,1/09/2021,ALBANVALE
72,1/09/2021,KINGS PARK
72,1/09/2021,KEALBA
82,1/12/2021,SAINT ALBANS
82,1/12/2021,ALBANVALE
82,1/12/2021,KINGS PARK
82,1/12/2021,KEALBA
68,1/08/2021,SAINT ALBANS
68,1/08/2021,ALBANVALE
68,1/08/2021,KINGS PARK
68,1/08/2021,KEALBA
12,1/08/2020,SAINT ALBANS
12,1/08/2020,ALBANVALE
12,1/08/2020,KINGS PARK
12,1/08/2020,KEALBA
96,1/03/2021,SAINT ALBANS
96,1/03/2021,ALBANVALE
96,1/03/2021,KINGS PARK
96,1/03/2021,KEALBA
27,1/04/2020,SAINT ALBANS
27,1/04/2020,ALBANVALE
27,1/04/2020,KINGS PARK
27,1/04/2020,KEALBA
94,1/04/2021,SAINT ALBANS
94,1/04/2021,ALBANVALE
94,1/04/2021,KINGS PARK
94,1/04/2021,KEALBA
15,1/09/2020,SAINT ALBANS
15,1/09/2020,ALBANVALE
15,1/09/2020,KINGS PARK
15,1/09/2020,KEALBA
81,1/01/2022,SAINT ALBANS
81,1/01/2022,ALBANVALE
81,1/01/2022,KINGS PARK
81,1/01/2022,KEALBA
53,1/05/2020,SAINT ALBANS
53,1/05/2020,ALBANVALE
53,1/05/2020,KINGS PARK
53,1/05/2020,KEALBA
84,1/01/2021,SAINT ALBANS
84,1/01/2021,ALBANVALE
84,1/01/2021,KINGS PARK
84,1/01/2021,KEALBA
121,1/12/2020,SAINT ALBANS
121,1/12/2020,ALBANVALE
121,1/12/2020,KINGS PARK
121,1/12/2020,KEALBA
97,1/02/2022,SAINT ALBANS
97,1/02/2022,ALBANVALE
97,1/02/2022,KINGS PARK
97,1/02/2022,KEALBA
79,1/06/2022,SAINT ALBANS
79,1/06/2022,ALBANVALE
79,1/06/2022,KINGS PARK
79,1/06/2022,KEALBA
4,1/02/2021,ARDEER
12,1/01/2021,ARDEER
3,1/04/2022,ARDEER
6,1/03/2021,ARDEER
10,1/11/2020,ARDEER
6,1/05/2020,ARDEER
9,1/02/2020,ARDEER
4,1/03/2022,ARDEER
8,1/08/2021,ARDEER
5,1/01/2020,ARDEER
2,1/08/2020,ARDEER
5,1/10/2021,ARDEER
5,1/10/2020,ARDEER
4,1/05/2022,ARDEER
9,1/06/2022,ARDEER
7,1/01/2022,ARDEER
7,1/07/2020,ARDEER
13,1/02/2022,ARDEER
3,1/07/2021,ARDEER
10,1/12/2020,ARDEER
6,1/06/2020,ARDEER
11,1/03/2020,ARDEER
10,1/05/2021,ARDEER
9,1/04/2021,ARDEER
4,1/09/2020,ARDEER
3,1/04/2020,ARDEER
13,1/11/2021,ARDEER
5,1/09/2021,ARDEER
6,1/12/2021,ARDEER
187,1/03/2020,BURNSIDE
187,1/03/2020,CAROLINE SPRINGS
187,1/03/2020,CAIRNLEA
187,1/03/2020,BURNSIDE HEIGHTS
187,1/03/2020,DEER PARK
187,1/03/2020,RAVENHALL
186,1/01/2021,BURNSIDE
186,1/01/2021,CAROLINE SPRINGS
186,1/01/2021,CAIRNLEA
186,1/01/2021,BURNSIDE HEIGHTS
186,1/01/2021,DEER PARK
186,1/01/2021,RAVENHALL
219,1/04/2021,BURNSIDE
219,1/04/2021,CAROLINE SPRINGS
219,1/04/2021,CAIRNLEA
219,1/04/2021,BURNSIDE HEIGHTS
219,1/04/2021,DEER PARK
219,1/04/2021,RAVENHALL
218,1/07/2021,BURNSIDE
218,1/07/2021,CAROLINE SPRINGS
218,1/07/2021,CAIRNLEA
218,1/07/2021,BURNSIDE HEIGHTS
218,1/07/2021,DEER PARK
218,1/07/2021,RAVENHALL
234,1/11/2020,BURNSIDE
234,1/11/2020,CAROLINE SPRINGS
234,1/11/2020,CAIRNLEA
234,1/11/2020,BURNSIDE HEIGHTS
234,1/11/2020,DEER PARK
234,1/11/2020,RAVENHALL
193,1/11/2021,BURNSIDE
193,1/11/2021,CAROLINE SPRINGS
193,1/11/2021,CAIRNLEA
193,1/11/2021,BURNSIDE HEIGHTS
193,1/11/2021,DEER PARK
193,1/11/2021,RAVENHALL
161,1/08/2021,BURNSIDE
161,1/08/2021,CAROLINE SPRINGS
161,1/08/2021,CAIRNLEA
161,1/08/2021,BURNSIDE HEIGHTS
161,1/08/2021,DEER PARK
161,1/08/2021,RAVENHALL
136,1/10/2020,BURNSIDE
136,1/10/2020,CAROLINE SPRINGS
136,1/10/2020,CAIRNLEA
136,1/10/2020,BURNSIDE HEIGHTS
136,1/10/2020,DEER PARK
136,1/10/2020,RAVENHALL
154,1/05/2020,BURNSIDE
154,1/05/2020,CAROLINE SPRINGS
154,1/05/2020,CAIRNLEA
154,1/05/2020,BURNSIDE HEIGHTS
154,1/05/2020,DEER PARK
154,1/05/2020,RAVENHALL
149,1/09/2021,BURNSIDE
149,1/09/2021,CAROLINE SPRINGS
149,1/09/2021,CAIRNLEA
149,1/09/2021,BURNSIDE HEIGHTS
149,1/09/2021,DEER PARK
149,1/09/2021,RAVENHALL
261,1/03/2022,BURNSIDE
261,1/03/2022,CAROLINE SPRINGS
261,1/03/2022,CAIRNLEA
261,1/03/2022,BURNSIDE HEIGHTS
261,1/03/2022,DEER PARK
261,1/03/2022,RAVENHALL
204,1/05/2021,BURNSIDE
204,1/05/2021,CAROLINE SPRINGS
204,1/05/2021,CAIRNLEA
204,1/05/2021,BURNSIDE HEIGHTS
204,1/05/2021,DEER PARK
204,1/05/2021,RAVENHALL
195,1/01/2020,BURNSIDE
195,1/01/2020,CAROLINE SPRINGS
195,1/01/2020,CAIRNLEA
195,1/01/2020,BURNSIDE HEIGHTS
195,1/01/2020,DEER PARK
195,1/01/2020,RAVENHALL
182,1/02/2020,BURNSIDE
182,1/02/2020,CAROLINE SPRINGS
182,1/02/2020,CAIRNLEA
182,1/02/2020,BURNSIDE HEIGHTS
182,1/02/2020,DEER PARK
182,1/02/2020,RAVENHALL
196,1/04/2022,BURNSIDE
196,1/04/2022,CAROLINE SPRINGS
196,1/04/2022,CAIRNLEA
196,1/04/2022,BURNSIDE HEIGHTS
196,1/04/2022,DEER PARK
196,1/04/2022,RAVENHALL
73,1/09/2020,BURNSIDE
73,1/09/2020,CAROLINE SPRINGS
73,1/09/2020,CAIRNLEA
73,1/09/2020,BURNSIDE HEIGHTS
73,1/09/2020,DEER PARK
73,1/09/2020,RAVENHALL
205,1/01/2022,BURNSIDE
205,1/01/2022,CAROLINE SPRINGS
205,1/01/2022,CAIRNLEA
205,1/01/2022,BURNSIDE HEIGHTS
205,1/01/2022,DEER PARK
205,1/01/2022,RAVENHALL
236,1/02/2021,BURNSIDE
236,1/02/2021,CAROLINE SPRINGS
236,1/02/2021,CAIRNLEA
236,1/02/2021,BURNSIDE HEIGHTS
236,1/02/2021,DEER PARK
236,1/02/2021,RAVENHALL
56,1/04/2020,BURNSIDE
56,1/04/2020,CAROLINE SPRINGS
56,1/04/2020,CAIRNLEA
56,1/04/2020,BURNSIDE HEIGHTS
56,1/04/2020,DEER PARK
56,1/04/2020,RAVENHALL
213,1/02/2022,BURNSIDE
213,1/02/2022,CAROLINE SPRINGS
213,1/02/2022,CAIRNLEA
213,1/02/2022,BURNSIDE HEIGHTS
213,1/02/2022,DEER PARK
213,1/02/2022,RAVENHALL
258,1/03/2021,BURNSIDE
258,1/03/2021,CAROLINE SPRINGS
258,1/03/2021,CAIRNLEA
258,1/03/2021,BURNSIDE HEIGHTS
258,1/03/2021,DEER PARK
258,1/03/2021,RAVENHALL
192,1/06/2022,BURNSIDE
192,1/06/2022,CAROLINE SPRINGS
192,1/06/2022,CAIRNLEA
192,1/06/2022,BURNSIDE HEIGHTS
192,1/06/2022,DEER PARK
192,1/06/2022,RAVENHALL
165,1/10/2021,BURNSIDE
165,1/10/2021,CAROLINE SPRINGS
165,1/10/2021,CAIRNLEA
165,1/10/2021,BURNSIDE HEIGHTS
165,1/10/2021,DEER PARK
165,1/10/2021,RAVENHALL
57,1/08/2020,BURNSIDE
57,1/08/2020,CAROLINE SPRINGS
57,1/08/2020,CAIRNLEA
57,1/08/2020,BURNSIDE HEIGHTS
57,1/08/2020,DEER PARK
57,1/08/2020,RAVENHALL
253,1/06/2020,BURNSIDE
253,1/06/2020,CAROLINE SPRINGS
253,1/06/2020,CAIRNLEA
253,1/06/2020,BURNSIDE HEIGHTS
253,1/06/2020,DEER PARK
253,1/06/2020,RAVENHALL
291,1/12/2020,BURNSIDE
291,1/12/2020,CAROLINE SPRINGS
291,1/12/2020,CAIRNLEA
291,1/12/2020,BURNSIDE HEIGHTS
291,1/12/2020,DEER PARK
291,1/12/2020,RAVENHALL
260,1/05/2022,BURNSIDE
260,1/05/2022,CAROLINE SPRINGS
260,1/05/2022,CAIRNLEA
260,1/05/2022,BURNSIDE HEIGHTS
260,1/05/2022,DEER PARK
260,1/05/2022,RAVENHALL
174,1/07/2020,BURNSIDE
174,1/07/2020,CAROLINE SPRINGS
174,1/07/2020,CAIRNLEA
174,1/07/2020,BURNSIDE HEIGHTS
174,1/07/2020,DEER PARK
174,1/07/2020,RAVENHALL
189,1/12/2021,BURNSIDE
189,1/12/2021,CAROLINE SPRINGS
189,1/12/2021,CAIRNLEA
189,1/12/2021,BURNSIDE HEIGHTS
189,1/12/2021,DEER PARK
189,1/12/2021,RAVENHALL
50,1/07/2020,WYNDHAM VALE
50,1/07/2020,MOUNT COTTRELL
50,1/07/2020,MAMBOURIN
46,1/10/2020,WYNDHAM VALE
46,1/10/2020,MOUNT COTTRELL
46,1/10/2020,MAMBOURIN
57,1/01/2020,WYNDHAM VALE
57,1/01/2020,MOUNT COTTRELL
57,1/01/2020,MAMBOURIN
96,1/06/2022,WYNDHAM VALE
96,1/06/2022,MOUNT COTTRELL
96,1/06/2022,MAMBOURIN
59,1/10/2021,WYNDHAM VALE
59,1/10/2021,MOUNT COTTRELL
59,1/10/2021,MAMBOURIN
66,1/03/2020,WYNDHAM VALE
66,1/03/2020,MOUNT COTTRELL
66,1/03/2020,MAMBOURIN
80,1/04/2022,WYNDHAM VALE
80,1/04/2022,MOUNT COTTRELL
80,1/04/2022,MAMBOURIN
80,1/06/2020,WYNDHAM VALE
80,1/06/2020,MOUNT COTTRELL
80,1/06/2020,MAMBOURIN
20,1/08/2020,WYNDHAM VALE
20,1/08/2020,MOUNT COTTRELL
20,1/08/2020,MAMBOURIN
89,1/03/2021,WYNDHAM VALE
89,1/03/2021,MOUNT COTTRELL
89,1/03/2021,MAMBOURIN
57,1/02/2021,WYNDHAM VALE
57,1/02/2021,MOUNT COTTRELL
57,1/02/2021,MAMBOURIN
91,1/04/2021,WYNDHAM VALE
91,1/04/2021,MOUNT COTTRELL
91,1/04/2021,MAMBOURIN
85,1/11/2020,WYNDHAM VALE
85,1/11/2020,MOUNT COTTRELL
85,1/11/2020,MAMBOURIN
98,1/03/2022,WYNDHAM VALE
98,1/03/2022,MOUNT COTTRELL
98,1/03/2022,MAMBOURIN
78,1/01/2022,WYNDHAM VALE
78,1/01/2022,MOUNT COTTRELL
78,1/01/2022,MAMBOURIN
61,1/02/2020,WYNDHAM VALE
61,1/02/2020,MOUNT COTTRELL
61,1/02/2020,MAMBOURIN
105,1/12/2020,WYNDHAM VALE
105,1/12/2020,MOUNT COTTRELL
105,1/12/2020,MAMBOURIN
64,1/08/2021,WYNDHAM VALE
64,1/08/2021,MOUNT COTTRELL
64,1/08/2021,MAMBOURIN
89,1/05/2021,WYNDHAM VALE
89,1/05/2021,MOUNT COTTRELL
89,1/05/2021,MAMBOURIN
71,1/07/2021,WYNDHAM VALE
71,1/07/2021,MOUNT COTTRELL
71,1/07/2021,MAMBOURIN
50,1/05/2020,WYNDHAM VALE
50,1/05/2020,MOUNT COTTRELL
50,1/05/2020,MAMBOURIN
86,1/12/2021,WYNDHAM VALE
86,1/12/2021,MOUNT COTTRELL
86,1/12/2021,MAMBOURIN
64,1/09/2021,WYNDHAM VALE
64,1/09/2021,MOUNT COTTRELL
64,1/09/2021,MAMBOURIN
94,1/01/2021,WYNDHAM VALE
94,1/01/2021,MOUNT COTTRELL
94,1/01/2021,MAMBOURIN
23,1/04/2020,WYNDHAM VALE
23,1/04/2020,MOUNT COTTRELL
23,1/04/2020,MAMBOURIN
84,1/02/2022,WYNDHAM VALE
84,1/02/2022,MOUNT COTTRELL
84,1/02/2022,MAMBOURIN
16,1/09/2020,WYNDHAM VALE
16,1/09/2020,MOUNT COTTRELL
16,1/09/2020,MAMBOURIN
105,1/05/2022,WYNDHAM VALE
105,1/05/2022,MOUNT COTTRELL
105,1/05/2022,MAMBOURIN
89,1/11/2021,WYNDHAM VALE
89,1/11/2021,MOUNT COTTRELL
89,1/11/2021,MAMBOURIN
39,1/03/2022,ALTONA NORTH
38,1/05/2020,ALTONA NORTH
35,1/10/2021,ALTONA NORTH
54,1/03/2021,ALTONA NORTH
34,1/07/2021,ALTONA NORTH
39,1/09/2021,ALTONA NORTH
28,1/02/2020,ALTONA NORTH
31,1/04/2021,ALTONA NORTH
33,1/01/2021,ALTONA NORTH
28,1/04/2022,ALTONA NORTH
45,1/10/2020,ALTONA NORTH
47,1/05/2021,ALTONA NORTH
25,1/02/2021,ALTONA NORTH
28,1/01/2022,ALTONA NORTH
35,1/03/2020,ALTONA NORTH
40,1/12/2021,ALTONA NORTH
23,1/07/2020,ALTONA NORTH
45,1/11/2021,ALTONA NORTH
124,1/06/2022,ALTONA NORTH
43,1/02/2022,ALTONA NORTH
16,1/08/2020,ALTONA NORTH
38,1/12/2020,ALTONA NORTH
30,1/01/2020,ALTONA NORTH
11,1/04/2020,ALTONA NORTH
44,1/08/2021,ALTONA NORTH
49,1/06/2020,ALTONA NORTH
8,1/09/2020,ALTONA NORTH
39,1/05/2022,ALTONA NORTH
45,1/11/2020,ALTONA NORTH
138,1/02/2022,LAVERTON NORTH
155,1/06/2022,LAVERTON NORTH
77,1/01/2021,LAVERTON NORTH
105,1/03/2021,LAVERTON NORTH
99,1/07/2021,LAVERTON NORTH
127,1/05/2022,LAVERTON NORTH
142,1/10/2020,LAVERTON NORTH
100,1/01/2022,LAVERTON NORTH
136,1/03/2022,LAVERTON NORTH
144,1/03/2020,LAVERTON NORTH
73,1/04/2020,LAVERTON NORTH
121,1/12/2020,LAVERTON NORTH
86,1/06/2020,LAVERTON NORTH
76,1/01/2020,LAVERTON NORTH
69,1/05/2020,LAVERTON NORTH
130,1/09/2021,LAVERTON NORTH
89,1/09/2020,LAVERTON NORTH
146,1/10/2021,LAVERTON NORTH
74,1/07/2020,LAVERTON NORTH
127,1/11/2020,LAVERTON NORTH
118,1/02/2020,LAVERTON NORTH
118,1/04/2021,LAVERTON NORTH
130,1/02/2021,LAVERTON NORTH
39,1/08/2020,LAVERTON NORTH
134,1/05/2021,LAVERTON NORTH
74,1/12/2021,LAVERTON NORTH
110,1/04/2022,LAVERTON NORTH
126,1/11/2021,LAVERTON NORTH
90,1/08/2021,LAVERTON NORTH
22,1/05/2021,WILLIAMS LANDING
12,1/04/2020,WILLIAMS LANDING
26,1/09/2021,WILLIAMS LANDING
28,1/02/2022,WILLIAMS LANDING
27,1/12/2020,WILLIAMS LANDING
31,1/03/2021,WILLIAMS LANDING
18,1/07/2020,WILLIAMS LANDING
25,1/04/2022,WILLIAMS LANDING
6,1/08/2020,WILLIAMS LANDING
22,1/01/2021,WILLIAMS LANDING
25,1/04/2021,WILLIAMS LANDING
6,1/09/2020,WILLIAMS LANDING
47,1/06/2020,WILLIAMS LANDING
20,1/05/2020,WILLIAMS LANDING
25,1/07/2021,WILLIAMS LANDING
38,1/06/2022,WILLIAMS LANDING
19,1/10/2020,WILLIAMS LANDING
19,1/01/2020,WILLIAMS LANDING
22,1/11/2021,WILLIAMS LANDING
23,1/01/2022,WILLIAMS LANDING
24,1/02/2021,WILLIAMS LANDING
17,1/08/2021,WILLIAMS LANDING
34,1/03/2020,WILLIAMS LANDING
37,1/05/2022,WILLIAMS LANDING
36,1/11/2020,WILLIAMS LANDING
22,1/12/2021,WILLIAMS LANDING
19,1/02/2020,WILLIAMS LANDING
20,1/10/2021,WILLIAMS LANDING
31,1/03/2022,WILLIAMS LANDING
50,1/07/2020,SEABROOK
50,1/07/2020,LAVERTON
50,1/07/2020,ALTONA MEADOWS
13,1/08/2020,SEABROOK
13,1/08/2020,LAVERTON
13,1/08/2020,ALTONA MEADOWS
57,1/08/2021,SEABROOK
57,1/08/2021,LAVERTON
57,1/08/2021,ALTONA MEADOWS
49,1/07/2021,SEABROOK
49,1/07/2021,LAVERTON
49,1/07/2021,ALTONA MEADOWS
10,1/09/2020,SEABROOK
10,1/09/2020,LAVERTON
10,1/09/2020,ALTONA MEADOWS
25,1/04/2020,SEABROOK
25,1/04/2020,LAVERTON
25,1/04/2020,ALTONA MEADOWS
92,1/06/2020,SEABROOK
92,1/06/2020,LAVERTON
92,1/06/2020,ALTONA MEADOWS
51,1/01/2021,SEABROOK
51,1/01/2021,LAVERTON
51,1/01/2021,ALTONA MEADOWS
51,1/09/2021,SEABROOK
51,1/09/2021,LAVERTON
51,1/09/2021,ALTONA MEADOWS
58,1/06/2022,SEABROOK
58,1/06/2022,LAVERTON
58,1/06/2022,ALTONA MEADOWS
68,1/12/2021,SEABROOK
68,1/12/2021,LAVERTON
68,1/12/2021,ALTONA MEADOWS
54,1/01/2020,SEABROOK
54,1/01/2020,LAVERTON
54,1/01/2020,ALTONA MEADOWS
68,1/03/2021,SEABROOK
68,1/03/2021,LAVERTON
68,1/03/2021,ALTONA MEADOWS
79,1/11/2020,SEABROOK
79,1/11/2020,LAVERTON
79,1/11/2020,ALTONA MEADOWS
59,1/02/2020,SEABROOK
59,1/02/2020,LAVERTON
59,1/02/2020,ALTONA MEADOWS
56,1/11/2021,SEABROOK
56,1/11/2021,LAVERTON
56,1/11/2021,ALTONA MEADOWS
43,1/05/2020,SEABROOK
43,1/05/2020,LAVERTON
43,1/05/2020,ALTONA MEADOWS
54,1/05/2021,SEABROOK
54,1/05/2021,LAVERTON
54,1/05/2021,ALTONA MEADOWS
76,1/02/2021,SEABROOK
76,1/02/2021,LAVERTON
76,1/02/2021,ALTONA MEADOWS
30,1/10/2020,SEABROOK
30,1/10/2020,LAVERTON
30,1/10/2020,ALTONA MEADOWS
66,1/05/2022,SEABROOK
66,1/05/2022,LAVERTON
66,1/05/2022,ALTONA MEADOWS
64,1/03/2020,SEABROOK
64,1/03/2020,LAVERTON
64,1/03/2020,ALTONA MEADOWS
74,1/12/2020,SEABROOK
74,1/12/2020,LAVERTON
74,1/12/2020,ALTONA MEADOWS
57,1/04/2022,SEABROOK
57,1/04/2022,LAVERTON
57,1/04/2022,ALTONA MEADOWS
67,1/03/2022,SEABROOK
67,1/03/2022,LAVERTON
67,1/03/2022,ALTONA MEADOWS
41,1/10/2021,SEABROOK
41,1/10/2021,LAVERTON
41,1/10/2021,ALTONA MEADOWS
41,1/02/2022,SEABROOK
41,1/02/2022,LAVERTON
41,1/02/2022,ALTONA MEADOWS
48,1/01/2022,SEABROOK
48,1/01/2022,LAVERTON
48,1/01/2022,ALTONA MEADOWS
63,1/04/2021,SEABROOK
63,1/04/2021,LAVERTON
63,1/04/2021,ALTONA MEADOWS
155,1/04/2020,HOPPERS CROSSING
155,1/04/2020,TRUGANINA
155,1/04/2020,TARNEIT
548,1/06/2020,HOPPERS CROSSING
548,1/06/2020,TRUGANINA
548,1/06/2020,TARNEIT
421,1/01/2021,HOPPERS CROSSING
421,1/01/2021,TRUGANINA
421,1/01/2021,TARNEIT
429,1/04/2021,HOPPERS CROSSING
429,1/04/2021,TRUGANINA
429,1/04/2021,TARNEIT
252,1/08/2020,HOPPERS CROSSING
252,1/08/2020,TRUGANINA
252,1/08/2020,TARNEIT
550,1/01/2020,HOPPERS CROSSING
550,1/01/2020,TRUGANINA
550,1/01/2020,TARNEIT
630,1/03/2022,HOPPERS CROSSING
630,1/03/2022,TRUGANINA
630,1/03/2022,TARNEIT
497,1/11/2021,HOPPERS CROSSING
497,1/11/2021,TRUGANINA
497,1/11/2021,TARNEIT
239,1/09/2020,HOPPERS CROSSING
239,1/09/2020,TRUGANINA
239,1/09/2020,TARNEIT
492,1/03/2020,HOPPERS CROSSING
492,1/03/2020,TRUGANINA
492,1/03/2020,TARNEIT
433,1/07/2020,HOPPERS CROSSING
433,1/07/2020,TRUGANINA
433,1/07/2020,TARNEIT
497,1/12/2020,HOPPERS CROSSING
497,1/12/2020,TRUGANINA
497,1/12/2020,TARNEIT
422,1/02/2021,HOPPERS CROSSING
422,1/02/2021,TRUGANINA
422,1/02/2021,TARNEIT
462,1/02/2020,HOPPERS CROSSING
462,1/02/2020,TRUGANINA
462,1/02/2020,TARNEIT
544,1/05/2022,HOPPERS CROSSING
544,1/05/2022,TRUGANINA
544,1/05/2022,TARNEIT
541,1/07/2021,HOPPERS CROSSING
541,1/07/2021,TRUGANINA
541,1/07/2021,TARNEIT
512,1/05/2021,HOPPERS CROSSING
512,1/05/2021,TRUGANINA
512,1/05/2021,TARNEIT
480,1/04/2022,HOPPERS CROSSING
480,1/04/2022,TRUGANINA
480,1/04/2022,TARNEIT
504,1/06/2022,HOPPERS CROSSING
504,1/06/2022,TRUGANINA
504,1/06/2022,TARNEIT
394,1/09/2021,HOPPERS CROSSING
394,1/09/2021,TRUGANINA
394,1/09/2021,TARNEIT
523,1/03/2021,HOPPERS CROSSING
523,1/03/2021,TRUGANINA
523,1/03/2021,TARNEIT
432,1/08/2021,HOPPERS CROSSING
432,1/08/2021,TRUGANINA
432,1/08/2021,TARNEIT
536,1/11/2020,HOPPERS CROSSING
536,1/11/2020,TRUGANINA
536,1/11/2020,TARNEIT
520,1/02/2022,HOPPERS CROSSING
520,1/02/2022,TRUGANINA
520,1/02/2022,TARNEIT
329,1/05/2020,HOPPERS CROSSING
329,1/05/2020,TRUGANINA
329,1/05/2020,TARNEIT
508,1/12/2021,HOPPERS CROSSING
508,1/12/2021,TRUGANINA
508,1/12/2021,TARNEIT
356,1/10/2021,HOPPERS CROSSING
